name,website,address,phone,category,rating,reviews_count
Phoenix Clinic London,https://www.phoenixcliniclondon.com/,"44 High St, Hampton Wick, Kingston upon Thames KT1 4DB, United Kingdom",+442080584818,Hair replacement service,5,
Polska przychodnia w Londynie: Luxmedica,https://www.luxmedica.co.uk/,"43 High St, London W5 5DB, United Kingdom",+442037579999,Medical clinic,4.3,
Polski Dermatolog Londyn,http://polskidermatologlondyn.com/,"1st Floor, 1b Church Rd, Croydon CR0 1SG, United Kingdom",+447483401764,Bác sĩ da liễu,4.3,
Polski Dermatolog Londyn - Londyn Zachodni - Feltham - Ealing - Acton - Hounslow - Isleworth - Ewa Joss,http://polski-dermatolog-hounslow.co.uk/,"Unit 1, Colmore House, Frazer Nash Cl, Isleworth TW7 5AG, United Kingdom",+442088473988,Dermatologist,4,
Porters Avenue Health Centre,http://www.portersavenuedoctors-dagenham.nhs.uk/,"234 Porters Ave, Dagenham RM8 2EQ, United Kingdom",+442085967850,Medical clinic,2.4,
Private Blood Tests London,https://www.privatebloodtestslondon.co.uk/,"20 Old Brompton Rd, South Kensington, London SW7 3DL, United Kingdom",+442034759389,Blood testing service,5,
Private Doctor Direct,https://www.privatedoctordirect.com/,"7 Tufton St, London SW1P 3QB, United Kingdom",+447925716643,Medical clinic,,
Private GP - The Wellness,http://thewellnesslondon.com/,"86 Harley St, London W1G 7HP, United Kingdom",+442039513429,Medical clinic,5,
Private Medical Clinic London | Private GP Marylebone,https://www.privatemedicalclinic.com/private-gp/london,"Light Centre, 10 Portman Square, Baker St, London W1H 6AZ, United Kingdom",+442080500379,Medical clinic,4.8,
Private Medical Clinic Surrey | Private GP Sutton,https://privatemedicalclinic.com/private-gp-sutton-surrey,"Oru, 7 Throwley Way, Sutton SM1 4AF, United Kingdom",+442080500379,Medical Center,4.5,
Private Sexual Health Clinic,https://www.privategpclinic.co.uk/sexual-health-clinic/,"Private GP Clinic, 3 Chobham Rd, London Rd, Sunningdale, Ascot SL5 0DP, United Kingdom",+441344624020,Medical Center,,
Private STI Clinic London,https://www.sticlinic.co.uk/,"20 Old Brompton Rd, South Kensington, London SW7 3DL, United Kingdom",+442071830494,Phòng khám bệnh lây truyền qua đường tình dục,1,
Private Walk in Clinic,https://privatewalkinclinic.com/,"108 Goldhawk Rd, London W12 8HD, United Kingdom",+442087460830,Medical clinic,4.5,
Privé Clinics,http://www.priveclinics.com/,"3rd and 4th Floors, 40 Harley St, London W1G 9PP, United Kingdom",+442075801610,Medical clinic,5,
Pro massage,http://www.promassage.org.uk/,"79 Roundtable Rd, Bromley BR1 5LQ, United Kingdom",+447593763192,Sports medicine clinic,5,
Pro-Sports Injury Management Ltd,http://www.prosimlondon.com/,"63 Bedonwell Rd, Bexleyheath DA7 5PS, United Kingdom",+447545329439,Clinica per infortuni sportivi,5,
Proactive Sports Medicine,http://www.proactivesportsmedicine.co.uk/,"2, Spire St Anthony’s Hospital, London Rd, Cheam, Worcester Park, Sutton SM3 9DW, United Kingdom",02089707435,Sportorvosi klinika,,
Professor Firas Al-Niaimi,https://drfirasalniaimi.co.uk/,"152 Harley St, London W1G 7LH, United Kingdom",+447494764201,Dermatologist,4.9,
ProHealth Clinic - Prolotherapy & Prolozone Therapy,https://www.prohealthclinic.co.uk/,"104 Harley St, London W1G 7JD, United Kingdom",+448001073238,Centro médico,5,
ProMotion Rehab and Sports Medicine - Camden,https://physiosc.com/location/physical-therapy-camden-sc/,"301 E Dekalb St B, Camden, SC 29020",+18034322432,Sports medicine clinic,5,
Prosperous Hair Transplant Isle,https://cranford.hairtransplantuniverse.com/,"97 Salisbury Rd, Cranford, Hounslow TW4 7NW, United Kingdom",,Surgeon,,
PRP London Clinic,https://prp-london.com/locations/hornchurch/,"Westland medical centre, Westland Ave, Hornchurch RM11 3SD, United Kingdom",+442045417370,Medical Center,,
Pulse Clinic,https://pulseclinic.uk/,"10 Tiller Rd, London E14 8PX, United Kingdom",+447946540744,Medical spa,,
Pure Sports Medicine,https://puresportsmed.com/locations/bank,"41-47 Threadneedle St, London EC2R 8AR, United Kingdom",+442045272897,Sportmedizinische Klinik,4.9,
Pure Sports Medicine,https://puresportsmed.com/locations/moorgate,"12 Finsbury Square, London EC2A 1AS, United Kingdom",+442045272897,Sportmedizinische Klinik,4.9,
Pure Sports Medicine,https://puresportsmed.com/clinics/kensington,"Point West Apartment Building, 116 Cromwell Rd, London SW7 4XR, United Kingdom",+442045272897,Sports medicine clinic,4.9,
Pure Sports Medicine Canary Wharf,https://puresportsmed.com/locations/canary-wharf,"Level 2 Cabot Sq, Canary Wharf Estate, London E14 4QT, United Kingdom",+442045272897,Sports medicine clinic,4.9,
Pure Sports Medicine Chancery Lane,https://puresportsmed.com/clinics/chancery-lane,"36 Chancery Ln, London WC2A 1EN, United Kingdom",+442045272897,Sportmedizinische Klinik,5,
Pure Sports Medicine Raynes Park,https://puresportsmed.com/clinics/raynes-park,"Pure Sports Medicine, David Lloyd Leisure, Bushey Rd, Raynes Park SW20 8DE، United Kingdom",02045272897,Sportorvosi klinika,4.9,
Pure Sports Medicine Roehampton,https://puresportsmed.com/locations/roehampton,"Roehampton Ln, London SW15 5LR, United Kingdom",+442084804242,Sports medicine clinic,5,
Pure Sports Medicine St Paul's,http://www.puresportsmed.com/,"1 New Change, London EC4M 9AB, United Kingdom",+442045272897,Sportmedizinische Klinik,4.9,
Queen Anne Street Medical Centre,http://www.qasmc.com/,"13-14 Fitzroy Square, London W1T 6AH, United Kingdom",+442070343301,Centro médico,3.5,
Queen's Clinic,http://www.londongynaecologyclinic.com/,"75 Wimpole St, London W1G 9RT, United Kingdom",+442079355540,Fertility clinic,4.6,
Queens Vita Clinic,https://queensvitaclinic.com/,"75 Wimpole St, London W1G 9RT, United Kingdom",+447442857144,Medical spa,5,
Queens Walk Practice,http://www.queenswalkpractice.nhs.uk/,"6 Queen's Walk, London W5 1TP, United Kingdom",+442089973041,Medical clinic,3.2,
"Rachel Hicks London - Skin Specialist, Facials & Skin Health Expert",https://www.rachelhickslondon.co.uk/,"186 Rushmore Rd, Lower Clapton, London E5 0HB, United Kingdom",+447916590597,Cilt Bakım Kliniği,5,
Raef Faris,https://www.hcahealthcare.co.uk/finder/stepconsultantprofile/dr-raef-faris?y_source=1_NTYwMTgyNjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"The Lister Hospital, Chelsea Bridge Rd, London SW1W 8RH, United Kingdom",+442038132604,Fertility physician,4.7,
Raquel Britzke - Nutrition Clinic,http://www.raquelbritzke.co.uk/,"4 Wimpole St, London W1G 9SH, United Kingdom",02071238488,Nutritionist,4.9,
Rebalancing You - The Positive Nutrition & Hormone Balance Clinic,http://www.rebalancingyou.com/,"23 Manor Rd, West Wickham BR4 9PS, United Kingdom",+447904238748,Nhà dinh dưỡng học,5,
Rebuild Sports Clinic,https://www.rebuildsportsclinic.com/,"33 Creechurch Ln, London EC3A 5EB, United Kingdom",+442038655483,Sports injury clinic,4.9,
Redia IVF,https://www.rediaivf.com/,"120 New Cavendish St, London W1W 6XX, United Kingdom",+443302217010,Fertility physician,4.4,
Reflect Hair Clinic,https://reflecthair.co.uk/,"61-65 Kensington Church St, London W8 4BA, United Kingdom",+447706628942,Phòng khám,,
Refuah Medical Centre,https://refuah.co.uk/,"91-93 Stamford Hill, London N16 5TP، United Kingdom",+442088809999,,5,
Regenerative orthopaedics,http://www.algocells.com/,"House, Unit 3, Verney, 1 Hollywood Rd, London SW10 9HS, United Kingdom",+448006891474,Medical clinic,,
Regenifi Clinic,https://regenifi.com/,"8 Brook Parade, Chigwell IG7 6PE, United Kingdom",+442081431247,Medical clinic,5,
Regent Street Clinic London Oxford Circus,https://www.regentstreetclinic.co.uk/,"Audley House, 12 Margaret St, London W1W 8JQ, United Kingdom",+447890686963,Medical clinic,5,
REJUVA LONDON 伦敦医美机构,http://www.rejuvalondon.co.uk/,"2nd Floor, 15 Harley St, London W1G 9QQ, United Kingdom",+442076370467,Medical Center,4.9,
Rejuvence Skin & Hair Clinic - Keloid & Scar Specialist,https://www.rejuvenceclinic.co.uk/,"Ground Floor, Commercial Unit, Block E, 30 Indescon Sq, Canary Wharf Estate, London E14 9DR, United Kingdom",+442075316600,Dịch vụ trồng tóc,4.8,
ReplenaHealth,http://www.replenahealth.co.uk/,"91 Wapping Lane Rear Entrance Via, Choppins Ct, London E1W 2RW, United Kingdom",+447494220556,Medical clinic,5,
Reprensentative Office for Feskov human reproduction group’s services,https://mother-surrogate.com/,"52 Brook St, London W1K 5DS, United Kingdom",+448000698690,Medical clinic,5,
Reset Clinics,https://www.resetclinics.co/,"26-27 Bedford Square, London WC1B 3HP, United Kingdom",07899121612,Wellness center,,
Reshape Clinic,http://reshape.clinic/,"77 New Cavendish St, London W1W 6XB, United Kingdom",+447909843543,Medical clinic,4.9,
Resmed Sleep Clinic,http://www.resmed.co.uk/,"128 Wigmore St, London W1U 3SB, United Kingdom",+441235862997,Clinică pentru probleme privind somnul,4,
Retina Surgeon,http://www.retinasurgeon.uk.com/,"Moorfields Private Outpatient Centre, 9-11 Bath St, London EC1V 9LF, United Kingdom",+447717203564,Ophthalmologist,5,
Retinacare,http://retinacare.org.uk/,"Roding Ln S, Ilford IG4 5PZ, United Kingdom",+447947578480,Eye care center,,
Retriva Nutrition Chelsea,https://retriva.co.uk/nutritionist-chelsea/,"250 King's Rd, London SW3 5UE, United Kingdom",+448000250025,Nutritionist,,
Revital Hair Clinic,https://revitalhairclinic.co.uk/,"49 Mount Pleasant, London WC1X 0AE, United Kingdom",+447770269190,Hair transplantation clinic,5,
Revitalise London,https://www.revitaliselondon.co.uk/,"22 Harley St, London W1G 9PL",02045524481,Dermatologist,4.6,
Revive and Reset,https://reviveandreset.com/,"134 Harley St, London W1G 9QY, United Kingdom",+442071236627,Medical clinic,5,
Richmond Dermatology,http://www.richmonddermatology.co.uk/,"17 Rosslyn Rd, East Twickenham, Twickenham TW1 2AR, United Kingdom",+447599803226,Clínica ambulatoria,5,
Richmond Medical Group,http://www.richmondmedicalgroup.co.uk/,"Quadrant House, Levett Square, Richmond TW9 4FF, United Kingdom",+442088764442,Medical Center,3.8,
Richmond Private Health Services,https://www.richmondprivatehealthservices.com/,"Tudor House, 26 Upper Teddington Rd, Hampton Wick, Kingston upon Thames KT1 4DY, United Kingdom",+442086143874,Medical clinic,,
Richmond Road Medical Centre,http://www.richmondroadmedicalcentre.nhs.uk/,"136 Richmond Rd, London E8 3HN, United Kingdom",+442072542298,Médico,4.8,
Ripple Road Medical Centre,https://www.rippleroadmedicalcentre.co.uk/,"364-370 Ripple Rd, Barking IG11 9RS, United Kingdom",+442089113777,Trung tâm y tế,2.3,
ROC Private Clinic (London),http://www.rocprivateclinic.com/,"2nd floor, 15 Portland Pl, London W1B 1PT, United Kingdom",+442079350607,Medical clinic,4.3,
Rosewood Medical Centre,http://rosewoodmedicalcentre.co.uk/,"The Rosewood Medical Centre, 30 Astra Cl, Hornchurch RM12 5NJ, United Kingdom",+441708523168,Clínica ambulatoria,2.3,
samedaydoctor City Clinic,https://city.samedaydoctor.org/,"8-9 New St, London EC2M 4TP, United Kingdom",+442038716015,Medical clinic,5,
Scalp Collective,http://www.scalpcollective.co.uk/,"Unit 12, Wow Beauty Colindale, 8 Aerodrome Rd, London NW9 5QF, United Kingdom",+447973324311,Hair replacement service,5,
Scalp Micropigmentation by Mi,https://sculptpmubymi.com/scalp-micropigmentation-romford-london/,"110 South St, Romford RM1 1SS, United Kingdom",+447353861311,Hair replacement service,5,
Scalp Nation,https://scalpnation.co.uk/,"Unit 7, 63-65 Butts Green Rd, Hornchurch RM11 2JS, United Kingdom",+447515161718,Hair replacement service,5,
Scalp Queen,http://scalpqueen.uk/,"7 Morel Mews, Dagenham RM8 1BW, United Kingdom",+447752426655,Hair replacement service,5,
Self London,https://selflondon.com/,"14 Harley St, London W1G 9PQ, United Kingdom",+442032820015,Dermatologist,4.6,
Sen Wellness Clinic,http://senwellnessclinic.co.uk/,"66 Wimpole St, London W1G 8AW, United Kingdom",+442074863373,Medical clinic,4.5,
SEON Vision,http://www.seonvision.com/,"140 London Rd, Kingston upon Thames KT2 6QL, United Kingdom",+442034111820,Eye care center,5,
SET Magnetic Healing Online,https://www.magnetic-healing.online/,"9 Lawn Rd, London NW3 2XS, United Kingdom",+447975889757,Fertility clinic,,
"Sexual & Reproductive Health Community Services In Barking, Dagenham & Redbridge",https://www.bhrhospitals.nhs.uk/sexual-health,"Outpatient East, Hospital, Upney Ln, Barking IG11 9LX, United Kingdom",+442089705724,Üreme Sağlığı Kliniği,2.1,
Sexual Addict,http://www.sexualaddict.co.uk/,"Bentinck House, 3-8 Bolsover St, London W1W 6AB, United Kingdom",+442074934488,Addiction treatment center,2,
Sexual Health Clinic,https://www.sexualhealth.cnwl.nhs.uk/,"Mortimer Market Centre, London WC1E 6JB, United Kingdom",+442033175100,Medical clinic,3.8,
Sexual Health Clinic,https://www.suttonhealthandcare.nhs.uk/sexual-health-services,"St Helier Hospital, Wrythe Ln, Sutton, Carshalton SM5 1AA, United Kingdom",+442082963910,Phòng khám,3.1,
Sexual health clinic,http://dean.st/56deanstreet/,"56 Dean St, London W1D 6AE, United Kingdom",+442033155656,STD clinic,4.4,
Sexual Health Clinic Gynaecology Outpatients,https://www.chelwest.nhs.uk/services/hiv-sexual-health/clinics/sexual-health-hounslow/our-clinics-and-services,"Twickenham Rd, Isleworth TW7 6AF, United Kingdom",+442083215718,Women's health clinic,3.2,
Sexual Health Hounslow,https://www.chelwest.nhs.uk/services/hiv-sexual-health/clinics/sexual-health-hounslow/our-clinics-and-services,"Level 2, Heart of, 92 Bath Rd, Hounslow TW3 3EL, United Kingdom",+442086303295,Bệnh viện phụ sản,2.2,
Shanghai Traditional Chinese Medical Centre,https://www.richmondacupunctureherbs.com/,"429 Richmond Rd, East Twickenham, Twickenham TW1 2EF, United Kingdom",+442088912882,Clínica china,4.7,
Shape Zone London | Fat Freezing & Pressotherapy & Tanning,https://shapezone.uk/,"407 Wandsworth Rd, London SW8 2JP, United Kingdom",+447546254357,Weight loss service,4.3,
"Sharmina Khan Eye Clinic- Private Cataract Surgery and Dry Eye Treatments, Moorfields London",https://sharminakhan.co.uk/,"Moorfields Private Eye Centre, 50-52 New Cavendish St, London W1G 8TL, United Kingdom",+442071124921,Eye care center,5,
SheMed,https://www.shemed.co.uk/,"184 Drummond St, London NW1 2HN, United Kingdom",,Weight loss service,3.7,
Shockwave Clinics,https://shockwaveclinics.org/,"32 Beauchamp Pl, London SW3 1NU, United Kingdom",+442072228882,Medical clinic,5,
"Shumaila's London Upminster | Hyperpigmentation, Melasma, Hair Loss, Skin Tag Removal Treatment",https://www.shumailas.com/london-upminster/,"1, Bell Corner, Corbets Tey Rd, Upminster RM14 2AT, United Kingdom",+441708918118,Weight loss service,4.8,
Simply Beauty Clinic in Chiswick - Skin Care and Body Clinic,https://simplybeautyofchiswick.co.uk/,"1 Acton Ln, Chiswick, London W4 5NE, United Kingdom",+447895398464,Weight loss service,4.9,
Simply Oxygen,http://www.simplyoxygen.co.uk/,"Harlequins Rugby Ground, The Stoop, Langhorn Dr, Twickenham TW2 7SX, United Kingdom",+443301334757,Fournisseur d'équipement à oxygène,5,
Simply Scalp,http://www.simplyscalp.co.uk/,"Unit 2-5, CROSSFIT DEVILS PATH, Royal Oak Centre, Purley CR8 2PG, United Kingdom",+447766603323,Permanent make-up clinic,5,
Sisu Clinic Hampstead,http://www.sisuclinic.com/,"79b Hampstead High St, London NW3 1RE، United Kingdom",+442038353309,Medical clinic,4.7,
Sisu Clinic Mayfair,http://www.sisuclinic.com/,"55 Stratton St, London W1J 8LR, United Kingdom",+442038353309,Medical clinic,4.9,
sk:n London,https://www.sknclinics.co.uk/clinics/london/london-harley-street,"6 Harley St, London W1G 9PD, United Kingdom",03330141666,Dermatologist,4.4,
Skin Care Network,https://www.skincarenetwork.co.uk/,"68-70 Union St, Barnet EN5 4HZ, United Kingdom",+442084411043,Dermatologist,3.9,
Skin Clinics London,https://skinclinicslondon.com/,"85 Charlotte St., London W1T 4PS, United Kingdom",+447944997543,Dermatologist,4.8,
Skin Doctor Clinics,http://www.skindoctorclinics.co.uk/,"91a New Cavendish St, London W1W 6XF, United Kingdom",+442075802155,Medical spa,4.9,
Skin Inspection,https://skininspection.co.uk/,"4th Floor, 55 Harley St, London W1G 8QR, United Kingdom",+442035751474,Dermatologist,4.5,
Skin Inspection Harrow,https://skininspection.co.uk/,"Sudbury Hill, The Clementine Churchill Hospital, Harrow HA1 3RX, United Kingdom",+442071938466,Dermatologist,,
skindoc,http://www.skindoc.uk/,"498-504 Fulham Rd., London SW6 5NH, United Kingdom",+442078710074,Dermatologist,5,
Skinhorizon Clinic,https://skinhorizon.co.uk/,"4 Clarendon Terrace, London W9 1BZ, United Kingdom",+442033709444,Dermatologist,4.8,
SkinMedico,http://skinmedico.com/,"215 Chiswick High Rd., Chiswick, London W4 2DW, United Kingdom",+443309996833,Dermatologist,4.9,
Sleep and Health Clinic,http://sleepandhealth.org/,"47-49 Huntley St, London WC1E 6DG, United Kingdom",,Medical clinic,,
Sleep and Health Clinic Ltd,http://sleepandhealth.org/,"9 Harley St, London W1G 9QY، United Kingdom",+447974731967,Clinică pentru probleme privind somnul,5,
Slim Transformation,http://www.slimtransformation.co.uk/,"71-75 Shelton St, London WC2H 9JQ, United Kingdom",+443306630138,Weight loss service,4.8,
Slimming World,https://www.slimmingworld.co.uk/,"42 Oxford Rd, London SW15 2LQ, United Kingdom",+447946512090,Weight loss service,,
Slimming World Hillingdon with Barry,http://www.slimmingworld.co.uk/slimwithbaz,"306 Long Ln, Uxbridge UB10 9PE, United Kingdom",+447500663747,Weight loss service,5,
Slimming World St. Saviours Church Battersea,http://www.slimmingworld.co.uk/,"351 Battersea Park Rd, London SW11 4LH, United Kingdom",+447432601420,Weight loss service,5,
Slimming World With Claire,https://www.slimmingworld.co.uk/consultant/wphhr,"Hewens College, Hayes UB4 8JP, United Kingdom",+447930566085,Weight loss service,5,
Slimming World with Jackie,http://www.slimmingworld.co.uk/,"St Stephen's Church Hall, 81 Park Ave, Enfield EN1 2BA, United Kingdom",+447763499202,Weight loss service,5,
Smart Hair Clinic I Trichologist,http://www.smarthairclinic.com/,"525 Battersea Park Rd, London SW11 3BN, United Kingdom",+447899879686,Hair replacement service,5,
So Clinic,https://soclinic.uk/,"27 Welbeck St, London W1G 8EN, United Kingdom",+447707538831,Nutritionist,5,
South Kensington GP Clinic,http://www.southkensingtongpclinic.com/location/,"2A Pelham St, South Kensington, London SW7 2NG, United Kingdom",+442075911300,Medical Center,4.8,
South London Allergy Clinic,http://www.londonallergyclinic.co.uk/,"171 Clarence Ave, New Malden KT3 3TX, United Kingdom",+442031433449,Allergologue,,
Southeast canine fertility,https://www.southeastcaninefertility.co.uk/,"Denecroft Gardens, Grays RM17 5SA، United Kingdom",+447432881775,Fertility clinic,5,
SpaMedica,https://www.spamedica.co.uk/,"Northside House, 69 Tweedy Rd, Bromley BR1 3WA, United Kingdom",+443300584280,Eye care center,3.4,
SpaMedica,https://www.spamedica.co.uk/location/croydon/,"Part Ground Floor, Interchange, 81-85 Station Rd, Croydon CR0 2RD, United Kingdom",+443300584280,Ophthalmology clinic,4.2,
Specialist Allergy Clinics London,http://londonallergyconsultants.co.uk/,"The Portland Hospital, 215-217 Great Portland St, London W1W 5PN, United Kingdom",,Medical clinic,,
Spencer Clinic of Trichology,https://www.spencerclinic.co.uk/,"31 Thurloe St, South Kensington, London SW7 2LQ, United Kingdom",+442075844255,Sağlık Ocağı,4.6,
Spire London East Eye Surgery & Treatment Clinic,https://www.spirehealthcare.com/spire-roding-hospital/treatments/eye-surgery-and-treatments/,"spire roding hospital, Roding Ln S, London IG4 5PZ, United Kingdom",+442085511100,Eye care center,1,
Spire London East Gynaecology & Women's Health Clinic,https://www.spirehealthcare.com/spire-london-east-hospital/treatments/women-s-health-and-gynaecology/,"Spire London East Hospital, Roding Ln S, London IG4 5PZ, United Kingdom",+442085511100,Women's health clinic,2.3,
Spire St Anthony's Dermatology & Skin Care Clinic,https://www.spirehealthcare.com/spire-st-anthonys-hospital/treatments/skin-treatments/,"Spire St Anthony's Hospital, 801 London Rd, Sutton SM3 9DW, United Kingdom",+442080039564,Bác sĩ da liễu,,
Sport Dimensions - Blackfriars,https://sport-dimensions.com/,"Unit 5, 169-173 Surrey Row, Blackfriars Rd, London SE1 8ER, United Kingdom",+442087442555,Sports medicine clinic,5,
Sport Dimensions - Chiswick,https://sport-dimensions.com/,"1b Devonshire Rd, Chiswick, London W4 2EU, United Kingdom",+442089953500,Sports medicine clinic,5,
Sports Injury Clinic,http://injury-clinic.net/,"Christophers Gym, Wimbledon Stadium, 85 Plough Ln, London SW17 0QU, United Kingdom",+447968238854,Sports medicine clinic,,
Sports Injury Clinic,http://www.ealingosteopath.com/,"106 Gordon Rd, London W13 8PJ, United Kingdom",+442089988873,Bệnh viện y học thể thao,,
St Albans Eye Care,https://www.stalbanseyecare.com/,"11 London Rd, St Albans AL1 1LA, United Kingdom",+441727812925,Eye care center,4.5,
St Johns Medical Centre,http://www.stjohnsmedcentre.co.uk/,"56-60 Loampit Hill, London SE13 7SX, United Kingdom",+442086921354,Trung tâm y tế,2.3,
St John’s Institute of Dermatology,https://www.kcl.ac.uk/lsm/research/divisions/gmm/departments/dermatology,"The Nightingale School, 2 Lambeth Palace Rd, London SE1 7EP, United Kingdom",+442071887188,Instituto de investigación,4.5,
St Peter's Medical Centre,http://www.stpetersmedicalcentre.org.uk/,"Colbeck Rd, Harrow HA1 4BS, United Kingdom",+442088644868,Medical clinic,4.1,
STD Check London - Sexual Health Clinic,https://www.stdcheck.london/,"Suite 1, 117A Harley St, London W1G 6AT, United Kingdom",+442037457523,STD clinic,3.5,
Stemology Pregnancy Care,http://www.stemology.co.uk/,"35 Ballards Lane, Finchley Central N3 1XW, United Kingdom",+442070960747,Fertility clinic,5,
Steven Harsum,http://eyesurgeryltd.co.uk/,"St Anthonys Hospital, 801 London Rd, Sutton SM3 9DW, United Kingdom",+442071128246,Ophthalmologist,5,
Stevens Trichology,https://www.stevens-trichology.com/,"97 Gray's Inn Rd, London WC1X 8TX, United Kingdom",+442074040072,Hair transplantation clinic,4.4,
Stratford Slimming World,https://www.slimmingworld.co.uk/group/562916,"Ithaca House, 27 Romford Rd, London E15 4LJ, United Kingdom",+447828812349,Weight loss service,5,
Stratum Dermatology Clinic Wimbledon & Raynes Park,https://stratumclinics.com/clinics/wimbledonandraynespark/,"Raynes Park Health Centre, 1 Lambton Rd, London SW20 0LW, United Kingdom",+448000489230,Dermatólogo,4.2,
Surgicare Aesthetics & Weight Loss Clinic Cockfosters,http://surgicareaesthetics.uk/,"26 Heddon Ct Ave, London EN4 0DB, United Kingdom",+442033501101,Weight loss service,4.9,
Surrey Hair Loss Specialists,http://www.surreyhairlossspecialists.co.uk/,"Unit 11, Vicarage Farm, Halliford Rd, Sunbury-on-Thames TW16 6DW, United Kingdom",+447834412241,Hair replacement service,5,
Surrey Menopause Clinic,https://www.surreymenopauseclinic.co.uk/,"Brunswick Rd, Kingston upon Thames KT2 6SB, United Kingdom",+442082555999,Women's health clinic,5,
Surrey Scalp Clinic,https://surreyscalpclinic.co.uk/,"346 Limpsfield Rd, South Croydon CR2 9BX, United Kingdom",+441883596042,Hair replacement service,5,
Sussex Eye Laser Clinic,http://sussexeyelaserclinic.co.uk/,"Spire St. Anthony's Hospital, London Rd, Worcester Park SM3 9DW, United Kingdom",+447718329376,Eye care center,,
SW11 Medical Clinic - Clapham,https://sw11clinic-clapham.co.uk/,"45 Lavender Hill, London SW11 5QW, United Kingdom",+442072235114,Medical clinic,4.5,
Talia Cecchele Nutrition,http://www.taliacecchele.com/,"2A Prebend St, London N1 8PT, United Kingdom",,Dietitian,4.8,
TCM HealthCare,http://www.tcm-healthcare.co.uk/,"22 Harley St, London W1G 9AP, United Kingdom",+442070960283,Fertility clinic,4.5,
TFP,https://tfp-fertility.com/en-gb,"10 Station Rd, Ashford TW15 2UP, United Kingdom",+441638112400,Fertility clinic,,
TFP Boston Pl. Fertility Clinic London,https://tfp-fertility.com/en-gb/tfp-boston-place-fertility,"20 Boston Pl, London NW1 6ER, United Kingdom",+442045020517,Clínica de reproducción asistida,3.9,
Thames Skin Clinic,http://www.thamesskin.co.uk/,"1-3 Baylis Mews, Twickenham TW1 3HQ, United Kingdom",+442081503400,Dermatologist,4.8,
The 1:1 Diet by Cambridge Weight Plan,http://www.one2onediet.com/debbiejm,"Atwood Avenue Kew, Richmond TW9 4HG, United Kingdom",+447768166526,Weight loss service,5,
The 1:1 Diet by Cambridge Weight Plan with Claire,https://www.one2onediet.com/ClaireP,"Auckland St, London SE11 5AB, United Kingdom",+447813078938,Weight loss service,5,
The Aesthetics Room,http://www.theaestheticsroom.co.uk/,"21 Knightsbridge, London SW1X 7LY, United Kingdom",+442036335969,Weight loss service,5,
The Autoimmune Clinic,https://www.theautoimmuneclinic.co.uk/,"S Molton St, London W1K 5SL, United Kingdom",+442038861339,Nutritionist,4.7,
The Basement Clinic,http://www.macnair.net/,"6 Lonsdale Pl, London N1 1EN, United Kingdom",+442076077067,Medical clinic,,
The Better Sleep Clinic,https://www.thebettersleepclinic.co.uk/sleep-clinic-london,"126 City Rd, London EC1V 2NX, United Kingdom",+441172510404,Clinică pentru probleme privind somnul,5,
The Blackwell Clinic | Private Clinic | GP | Dermatologist | Hair loss | Skin Clinic | Bromley London,http://theblackwellclinic.com/,"First Floor, Norman Park Community Sports Centre, Norman Park, Hayes Ln, Bromley BR2 9EG, United Kingdom",+442033766859,Dermatologist,4.9,
The Bluebird Centre,http://www.thebluebirdcentre.com/,"3rd Floor, The Bluebird Centre, 8 The Green, London TW9 1PL, United Kingdom",+447984185267,Dietitian,5,
The Bridge Clinic,https://thebridgefertility.com/,"1, 5 Christopher Place, London NW1 1JF, United Kingdom",+447539056640,Fertility clinic,3.7,
The Bromley Common Practice,http://www.thebromleycommonpractice.co.uk/,"Ground Floor, 3 Mackintosh St, Crown Ln, Bromley BR2 9GT, United Kingdom",+442084669017,Medical clinic,2.5,
The Cancer Dietitian,https://www.thecancerdietitian.com/,"25 Cabot Sq, Canary Wharf Estate, London E14 4QZ، United Kingdom",+442080642865,,5,
The Catalyst Clinic,https://www.thecatalystclinic.com/wellness/peptide-therapy,"96 Kensington High St, London W8 4SG, United Kingdom",+442078016347,Wellness center,5,
The Chiswick Hair Clinic,http://chiswickhairclinic.com/,"Devonhurst Place, 2 Heathfield Terrace, Chiswick, London W4 4JE, United Kingdom",+448003029454,Hair transplantation clinic,4.7,
The Civic Medical Centre,https://civicmedicalcentre.com/,"18-20 Bethecar Rd, Harrow HA1 1SE, United Kingdom",+442084279445,Hospital,3.6,
The CRP Clinic - Centre for Reproductive Immunology & Pregnancy,http://www.miscarriageclinic.co.uk/,"Bramshott House, 137-139 High St, Epsom KT19 8EH, United Kingdom",+441372232221,Medical clinic,4.4,
THE CURATED CLINIC,https://thecuratedclinic.com/,"75 Broughton St, London SW8 3QB, United Kingdom",+447725888974,Medical spa,5,
The Dermatology Clinic London,https://www.thedermatologyclinic.london/,"55 Harley St, London W1G 8QR, United Kingdom",+442037333227,Dermatolog,4.2,
The Dermatology Practice @ Camden,https://www.thedermatologypractice.com/,"1 Orchard Blvd, #02-03 Camden medical centre, Singapur 248649",+6562001491,Hastaneler Grubu,4.3,
The Devonshire Clinic,https://thedevonshireclinic.co.uk/?UTM_Source=GMB_listing&UTM_medium=organic,"16 Devonshire St, London W1G 7AF, United Kingdom",+442070348057,Dermatologist,4.2,
